Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/24/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
High income,HIC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-0.368014637,-1.845507959,-2.512647163,-2.464492481,-1.530707165,0.716965741,1.611766007,1.60864794,2.417853332,4.70357425,5.087305209,4.461521965,6.639672447,7.680924239,8.063738521,7.965298419,9.200754646,7.128242155,0.934794795,5.479630829,4.722346919,3.526873226,3.71955184,2.370891914,2.197264038,1.358689903,1.17832595,1.848636456,-0.083499842,-7.727848534,-2.397848453,-1.818864659,
"Hong Kong SAR, China",HKG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,9.850248824,24.10571611,26.87674063,8.828413916,10.22291467,3.000159795,-1.811395699,21.48107565,29.94766699,19.56381546,19.43797653,16.85414099,27.02968771,16.28401361,22.71549559,21.0798749,26.78371684,23.07218189,28.82225038,20.49633612,28.92697347,27.39950007,31.79073643,35.69573803,26.25382368,28.63334931,25.93794229,25.72193307,24.15023056,0.317308131,0.086460759,-6.899454413,-1.061498425
Honduras,HND,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.78121683,13.26794888,18.7279752,35.67698382,60.20889059,69.88918609,74.50430943,102.2799643,105.018469,112.0918779,149.883242,163.9026876,192.1156541,232.2888804,201.0826646,245.7054303,267.7323483,267.6559249,246.6819513,238.6787246,302.6705728,321.2499469,311.7182525,321.4494969,346.9069758,340.1350146,296.4760328,281.964081,331.40152,274.2240903,319.5728782,338.5173863,364.7306076
Heavily indebted poor countries (HIPC),HPC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-2.271528295,-2.062903518,-0.058185875,7.819769925,13.04647956,21.07011549,30.15161722,35.4440298,40.13116148,41.95829933,49.34991348,56.35942553,62.44453531,71.15091211,79.87974558,95.5803427,110.7548262,121.6588902,134.7006879,153.1667578,175.3492443,193.7666785,206.9645966,223.1704974,244.659284,266.0983336,278.8874242,294.7719641,315.1070865,298.9049089,334.5305433,346.3184145,
Croatia,HRV,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-27.14371049,-34.29656148,-33.03974118,-35.8584664,-33.62746002,-30.8051267,-26.56400964,-23.73005023,-20.15121934,-22.32730247,-17.65441651,-14.38387742,-8.814179018,-8.891151745,-8.400851511,-7.65557912,-1.765161021,-6.512213407,-13.12144452,-16.05683153,-18.00680728,-24.68940302,-26.31825817,-29.14179419,-27.74987071,-26.74521627,-24.64931306,-28.78258813,-27.98359519,-30.86085175,-28.96018666,-30.073084,-30.01695805
Haiti,HTI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-2.400560715,-9.190467847,-23.1294901,-63.72875416,-1.314175574,12.16926581,31.01454354,34.23865428,40.40651831,48.46679516,51.35798143,70.93043631,69.69511127,56.85123533,60.20676362,62.16050464,91.28263536,89.4603119,85.9558437,127.5889259,157.8762923,141.5980375,160.8112844,182.7930612,206.0714912,213.4308744,214.1755739,211.6348344,214.8852287,203.3467671,198.7383914,197.1876643,209.8387945
Hungary,HUN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-5.383905942,-14.66791849,-13.29611967,-13.64816077,-13.77509468,-12.0764203,-13.83303075,-13.9692289,-13.40784363,-17.75885599,-15.65172543,-17.07344053,-13.34285568,-15.91859084,-15.37089452,-16.11438432,-18.23575692,-20.04394292,-28.52818887,-27.63522679,-28.89018558,-34.12199206,-38.07063222,-38.02320485,-34.27229398,-33.26097086,-29.25591563,-29.6086481,-29.79158226,-32.24148969,-30.51336332,-34.18075776,-39.40191728
IBRD only,IBD,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.062636467,-0.130923828,0.080242427,-0.118735045,4.498454706,5.042450855,6.609721654,7.469541461,7.754465573,11.950796,14.81795598,19.25240539,29.09233504,39.54662855,49.39192376,59.76316578,69.38419716,74.07325258,78.49206097,91.52201215,104.2379038,111.1779014,116.9919765,120.2742712,118.6315074,119.512948,125.2931625,134.2617392,137.6455746,132.745418,147.1400703,149.3658604,
IDA & IBRD total,IBT,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.103766912,-0.047751308,0.134531273,-0.093993931,4.462942548,5.302785656,6.893368059,7.891806853,8.330931501,12.59683496,15.52611299,19.75499088,29.32340404,39.55570373,49.14395168,59.28790185,68.71194626,73.36322703,77.49050001,90.32622519,102.7713455,109.3553602,115.071405,118.5038599,117.0891022,118.5705448,124.6348756,133.4677736,136.9090849,131.8832143,146.3380819,148.4578012,
IDA total,IDA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.990644754,1.745661452,1.30513798,0.439487921,3.697209362,10.91627139,13.00951173,16.99693129,20.76101481,26.52709102,30.79579358,30.59202271,34.30584405,39.75138793,43.79703779,49.03999303,54.2164934,58.0532559,55.89427799,64.54199265,71.14858844,70.05670061,73.65896099,80.32925273,83.83089245,98.24991572,110.4405224,116.3478385,121.0284794,113.2918919,129.0451549,128.8777171,
IDA blend,IDB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2.883208649,4.877115835,6.049237541,3.042287136,4.50311167,11.22041811,11.89424338,14.92064266,18.24807329,24.82649678,27.8790027,24.8774874,26.74062474,31.52591438,30.63904876,34.14004123,35.54238267,37.37748287,31.75017831,38.97503037,43.95955678,38.50995575,43.88329575,47.68866323,47.78753832,57.78873554,64.25764795,63.89337374,66.74202925,61.09353117,74.51643242,70.85748461,
Indonesia,IDN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,7.965226464,12.84363406,23.53537127,31.50418289,47.79679833,55.78075414,70.31794148,71.99999753,82.51729838,84.87799963,97.54441575,100.8705747,118.5947798,122.6288832,124.1386664,137.0120943,148.4151758,145.568686,154.2829627,174.2677938,209.0453473,211.7056563,193.5990758,212.2514035,216.7345168,213.4395116,231.1430094,269.3184249,293.9406546,267.3321869,282.8250036,305.9071,316.9510478
IDA only,IDX,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.16620381,-4.655172843,-8.39201595,-4.880751318,2.049908617,10.29458174,15.28917065,21.24095911,25.89758085,30.00318252,36.75784599,42.27279118,49.76949425,56.56462764,70.6925621,79.49616797,92.38721977,100.3154705,105.245909,116.8020192,126.724198,134.539673,134.5217666,147.048093,157.5051374,180.9543968,204.8404052,223.5671353,231.9924373,219.9877005,240.5043282,247.4736946,
Isle of Man,IMN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,7.608201472,11.48299623,16.49259107,23.83453088,32.59209908,38.75971741,46.1170396,49.93250232,60.08846866,65.75223082,68.44116731,74.7798064,80.09123882,94.24692348,102.5236591,116.1515817,135.3745118,150.315114,173.5307871,190.2829642,208.035795,236.741729,246.8045521,273.3791109,276.2575636,283.454403,305.1663986,328.362544,323.1877551,286.0490641,324.2612254,356.2807637,391.9667354
Not classified,INX,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.655100753,1.322348808,2.04722851,5.814190819,7.572889994,11.65281231,15.5508962,23.03657797,27.4616222,35.52127015,42.39494811,39.09649806,37.46922972,39.10639403,45.5662968,47.46539503,45.18561126,43.13188852,27.31380117,26.55335783,14.86560038,16.26618919,12.35326134,11.76352346,16.41679346,22.22170681,18.41577912,14.94693287,9.533528779,3.603678826,9.417560396,7.4133175,0.452122067
"Iran, Islamic Rep.",IRN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,10.43133752,17.29302822,16.71115094,33.13630415,35.92792397,41.10835869,47.40457788,47.28911386,61.10613288,69.7802298,76.60383224,84.35603982,94.55942344,108.6522705,124.9707862,142.7484084,158.3227639,166.2200811,174.8805545,176.5762015,180.9988046,184.1434843,193.8114737,205.2720576,201.8953465,208.0463123,219.5962165,217.2020289,234.2445093,241.7209848,254.2989362,264.8383504,273.5922216
Iraq,IRQ,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-21.59098436,9.114708584,44.24671461,58.33494135,57.10416193,44.95750521,74.41470657,35.74559572,6.996016923,27.8881628,44.94008104,36.8754302,19.35910765,30.06344699,25.62014175,22.20399805,12.93866407,30.56644366,39.46443023,60.55097791,66.90590089,91.58542591,107.9518978,99.13584798,98.58345885,119.3192193,138.580694,157.000625,178.8670839,145.4452377,151.7670404,174.2869774,177.7903859
Iceland,ISL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-2.058333689,-1.439125422,2.86971004,7.725156937,4.296024256,15.7449716,12.15356365,15.71934919,17.11150019,21.88153905,26.36119059,33.67211855,32.43797241,35.66212581,33.59525131,38.47632062,48.44343853,61.45108255,63.48379382,59.59345774,53.9309049,55.69458086,58.49169407,47.95234232,55.01131656,35.78169706,42.23427425,41.51684674,35.57244737,29.35047188,37.79732673,38.79233036,31.79314173
Israel,ISR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.845364161,9.045975119,19.57420351,27.99672945,36.85419352,45.57055821,50.31740264,51.92684409,56.02355252,68.35711487,68.25774911,77.51523135,82.50594775,81.99691114,75.94723962,84.94722258,91.72027686,92.74005349,90.553155,104.5052437,102.1903053,120.4838261,94.06530886,87.42313349,93.26214959,92.09332432,92.84822022,80.49847545,85.8352686,74.67848078,73.43782826,78.44415928,73.90427954
Italy,ITA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-0.2520538,-0.694226706,-2.280069106,-3.578868474,2.083571266,0.901746624,1.706663127,3.870812813,5.470890108,6.63688517,6.485976517,8.196344938,12.83682706,15.53270989,15.73016923,14.42590573,12.73476731,9.141288725,-2.862034783,-0.557341888,-2.699212906,-7.401113793,-15.08324365,-19.47966884,-16.97784492,-18.05036339,-18.87422848,-20.12302983,-22.02755097,-30.61374913,-21.60803195,-21.96233311,-28.35879629
Jamaica,JAM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-1.16216886,7.841705036,9.783870505,10.86777884,14.64645806,19.59121917,22.39164178,28.89509176,32.3215986,33.20463824,34.0420259,33.36768101,37.35375064,37.96157408,38.43635462,60.19799914,59.1819166,28.32900727,4.5391107,-0.079564871,-1.27695097,-8.964743632,-2.838248529,-6.273885766,-7.75300977,-0.99260438,-5.073890983,12.96646536,10.05126065,-23.17163838,-16.0121043,-16.92644815,-10.46082408
Jordan,JOR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.169791087,18.8368814,23.46294384,29.02533958,37.0809834,40.27921201,45.16939392,47.30816586,47.58022877,63.48895861,63.90896815,70.84855827,75.23929621,88.85932163,101.7286917,103.9975375,111.9260863,103.4831996,109.1399237,104.4175471,108.6504091,143.5995711,139.3071332,156.5870998,154.5148542,150.5600127,163.6210183,150.783422,135.048455,113.6557709,121.5128287,121.778934,134.1230439
Japan,JPN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.860172792,1.29046916,0.678920046,5.239634745,6.154837273,7.253769357,6.010351007,1.966021088,5.476731403,7.026177134,5.861930984,8.793599239,9.417669525,8.961113834,9.958136778,8.011107419,11.09224984,4.9823808,-0.463789003,4.596221349,9.129211208,12.3819991,13.70270419,9.378606211,5.878780145,5.660940894,4.372957114,1.062191315,-2.341939061,-8.112125251,-7.019235211,-13.44204784,-19.03158978
Kazakhstan,KAZ,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.545207735,6.709456386,-9.051401157,-18.02143535,-27.4732762,-36.44322995,-44.77455559,-43.05474834,-47.85427309,-46.82027312,-47.5231743,-41.46710711,-34.78226594,-29.79410498,-24.5491333,-15.46101042,-11.67569694,4.418632432,-6.94285851,0.508835133,7.924209266,7.50237203,15.1121742,-6.567918892,-17.39169606,-13.23104075,-8.423431594,-7.937079968,-12.74653929,-9.611316886,-1.51327271,-3.38109302,-3.523193607
Kenya,KEN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-3.86037088,-2.636992128,-4.267132716,-2.814853767,3.892849962,14.39751303,10.0081971,20.33809178,23.51330869,37.72832021,27.60876626,23.84892587,11.81001284,24.50778725,39.56416165,55.47427193,55.46963206,64.1260807,93.4964505,109.5751427,116.2921261,100.8800285,121.7532518,153.6167778,174.3647246,197.4202329,208.3780565,195.6153239,200.2536462,197.0830691,232.335246,230.8164623,236.1383918
Kyrgyz Republic,KGZ,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-10.12516433,-40.82529833,-56.51543524,-71.5503722,-79.88747469,-74.99418774,-75.32728295,-73.97461206,-79.22847034,-79.71923625,-82.961842,-78.70261953,-76.07547904,-76.28387489,-76.27330715,-76.37010766,-71.50556497,-66.93057839,-70.23616788,-72.07875926,-66.59071983,-55.86615322,-59.05549755,-57.97801064,-56.39454028,-58.82427537,-59.26516154,-51.51055295,-56.77371084,-60.65545359,-55.59435091,-56.41440764,-55.76766187
Cambodia,KHM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,10.31690955,20.95766829,22.66944252,26.11612306,247.1894518,285.426787,311.5197779,361.1843627,349.2482073,362.8498728,405.9449456,419.8935924,459.2412676,459.5882489,524.7513301,595.6511682,755.0774925,847.6520935,1027.365256,1093.129771,1140.643072,1202.405737,1216.562572,1525.884802,1869.465649,2349.94217,2640.851261,2753.550775,3567.615082,3739.879713,3780.985427,3914.457553,4056.858663
Kiribati,KIR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.761904762,14.28571429,15.47619048,19.04761905,7.738095238,8.928571429,12.5,15.47619048,15.47619048,95.83333333,75.5952381,160.1190476,166.0714286,176.1904762,266.6666667,294.047619,266.6666667,308.3333333,245.2380952,263.6904762,239.2857143,232.1428571,257.7380952,261.3095238,270.8333333,303.5714286,369.6428571,379.7619048,398.8095238,406.547619,431.547619,460.7142857,479.7619048
St. Kitts and Nevis,KNA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,33.81642512,34.29951691,62.31884058,92.75362319,62.31884058,87.92270531,92.75362319,97.58454106,100,139.1304348,143.9613527,177.7777778,189.3719807,214.9758454,193.236715,233.8164251,269.0821256,287.9227053,336.7149758,376.3285024,275.3623188,285.0241546,339.1304348,369.5652174,391.7874396,438.1642512,401.9323671,425.1207729,503.3816425,389.8550725,442.0289855,444.4444444,473.9130435
"Korea, Rep.",KOR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,9.918467226,17.20092737,27.30456774,37.19319559,48.73449097,58.60992629,67.39170458,43.1062785,55.9530831,74.24351499,77.30631327,80.53223589,82.08513261,89.51032196,89.39746887,91.79082895,95.86379283,99.65798642,102.6163837,119.7999292,131.1099327,132.3013762,131.0989083,129.132266,136.1759009,142.4947184,145.4256281,146.4183384,139.2741977,125.7068017,131.9060045,116.0111743,110.7628626
Kuwait,KWT,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,18.79127118,-16.8009973,5.767782866,25.68996161,24.39026648,22.33519298,28.82225157,42.9498019,53.94259371,68.10038386,77.44387119,85.39447537,94.9379158,107.4491786,132.7503425,140.9002826,135.4737778,152.1868327,157.7151656,166.9074538,177.3244548,180.0947926,187.5057085,181.6410348,192.1718979,200.0385712,196.8448759,202.3938829,204.934645,204.2814031,227.5284193,237.5668053,244.4670386
Latin America & Caribbean (excluding high income),LAC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,3.032294096,4.725536483,8.183863345,13.64055639,15.65914835,22.65407736,29.93859886,35.64967252,34.75500745,40.40559556,39.99895882,39.93182238,43.2872393,49.64336686,53.54413804,58.46062719,64.26766484,68.04407554,62.3884606,74.45524367,81.43257182,89.41359216,93.60847082,95.88801668,95.53682649,92.54018294,92.08503174,86.93838091,87.17228535,71.14853355,87.0717226,90.45768736,
Lao PDR,LAO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,22.2826087,34.86024845,42.11956522,56.75465839,53.92080745,80.59006211,99.61180124,114.0139752,107.5698758,262.7717391,299.4953416,348.136646,365.8385093,388.3540373,405.6677019,563.2763975,601.0869565,718.9052795,925.1164596,1049.611801,1113.586957,1194.914596,1431.13354,1603.14441,3365.60559,6061.063665,7370.535714,7610.442547,7419.371118,7445.729814,9145.574534,9430.628882,10001.24224
Lebanon,LBN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,24.04238934,33.24683587,90.89097971,109.7066899,143.1192661,152.4609924,177.2349829,175.289627,183.677091,156.2529298,176.5084042,175.6278042,175.7098373,179.3862586,177.4693632,170.0746668,150.2193129,206.5392085,260.9070515,245.8313802,251.2388669,292.3340923,286.7709101,317.9920311,350.4017947,366.4802786,390.4356124,360.252461,352.0575236,265.2765687,182.2456974,182.4482689,190.164401
Liberia,LBR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-31.51854817,-38.45743261,-34.05390979,-34.24072591,-32.39925274,-26.52788898,-27.30184147,-22.79156659,-19.90926074,7.392580731,22.09767814,23.5922071,33.49346144,45.42300507,81.98558847,93.08780358,78.30264211,50.25353616,39.8452095,112.9703763,138.4307446,164.2914331,145.1294369,216.3330665,226.501201,266.3997865,222.2311182,267.147051,287.6434481,312.7568722,331.6253002,348.3586869,336.8561516
Libya,LBY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.674955269,4.975305767,11.79747053,30.13829996,47.49381112,55.08713449,43.61044388,42.20722322,46.30597564,50.99604157,49.35415084,52.86986201,64.79294836,63.07630089,76.84992279,76.08979387,64.65997941,75.06893551,84.63718473,95.06483002,35.52783156,92.57273463,91.8172014,89.33919949,67.56139856,57.2547734,70.08934043,75.86000882,77.14435403,40.37323219,71.58508787,74.77940636,87.68413442
St. Lucia,LCA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.423728814,1.129943503,-1.412429379,18.92655367,16.94915254,15.96045198,19.06779661,21.89265537,23.58757062,36.29943503,46.04519774,37.28813559,59.88700565,54.80225989,62.57062147,80.50847458,95.19774011,111.0169492,127.4011299,157.0621469,99.01129944,105.6497175,135.1694915,150.7062147,157.2033898,176.9774011,176.8361582,164.2655367,340.6779661,257.6271186,295.480226,297.1751412,318.9265537
Latin America & Caribbean,LCN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2.339894593,4.298700656,8.019787981,13.07843736,16.16876019,23.60588006,30.9614202,36.38093585,35.7474838,40.46284663,40.75440249,40.8279635,44.24162127,50.94533236,55.56940533,59.10100476,64.52954748,68.70722267,63.77295111,75.47725282,81.45680063,90.31645225,93.9032931,94.91153387,93.48039364,89.71672272,88.28337975,83.24014823,81.9435526,63.62840569,79.20902487,82.38123207,
Least developed countries: UN classification,LDC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.952286568,3.125026453,2.619544863,10.47473124,25.23174505,34.35704726,42.95834153,47.34743608,56.43747682,60.86658088,72.72293021,78.58738214,94.55115747,103.6140507,114.1581353,126.9056297,142.7391576,159.0590286,178.8832919,200.0827071,217.7434024,237.2985424,264.9566048,291.1089897,309.9421346,348.3454715,384.9365225,412.1369099,424.3697048,399.7988706,431.4131454,442.9374346,
Low income,LIC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-0.964413213,-9.524547,-13.99964518,-15.16796781,-16.71495674,-19.41281751,-19.43136099,-24.57010395,-20.82231391,-16.41997233,-13.3496615,-14.1625434,-10.59084065,-7.427719842,2.037619458,6.749972118,4.841237453,11.67835756,4.281447881,4.056870695,-2.871202853,-7.746762711,-16.51788391,-14.22953392,-22.33119601,-19.3839804,-3.651892561,-2.002960768,1.718893492,-4.096270636,1.86647181,4.03344734,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.401387676,30.03799589,27.30512355,46.8199089,47.29898756,107.8870979,107.3490194,114.1222005,136.6152975,170.5685224,168.3855285,180.7660539,203.4314304,213.3316027,240.5022066,211.3421282,233.2877068,213.9546409,201.5103958,218.9955868,275.3923489,322.2712576,250.1191797,321.9455786,365.1145777,454.2184882,452.4248932,418.7241876,465.723456,422.9603757,436.2636585,371.5313997,384.2234442
Lower middle income,LMC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.794225223,7.980541781,11.52275397,14.89812701,22.38293196,29.23446981,35.6241908,39.67218991,47.02308026,51.88184832,56.29565149,60.76263567,65.24385944,76.74830899,83.78334743,92.58768356,105.9902309,116.0032458,128.9864537,142.6186101,154.9651308,171.9480118,179.9856111,198.4659128,205.6056138,217.6174879,235.9035436,253.6090703,254.6847102,231.8432669,257.7572722,271.9957541,
Low & middle income,LMY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2.62053037,3.675283181,6.429224527,8.875208054,15.6174649,16.81374372,20.79530672,22.49094251,23.0117866,28.7888101,32.70524248,38.90485428,51.36306317,65.84230379,79.42960908,93.08771253,106.2564795,113.1680731,120.8945776,137.6184735,153.7696521,163.2893912,172.376702,177.837172,175.7257261,178.3163552,186.7918467,198.4767619,202.9081339,198.0171484,215.7197204,219.089252,
Lesotho,LSO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,24.56301748,5.97976081,2.483900644,11.68353266,14.6274149,18.85924563,18.95124195,16.46734131,19.87120515,225.3909844,233.7626495,252.5298988,257.6816927,274.2410304,275.7129715,285.0045998,391.9043238,303.4038638,372.5850966,382.7966881,405.3357866,437.7184913,441.674333,452.7138914,444.25023,499.0800368,547.9300828,534.6826127,579.6688132,613.799448,626.2189512,683.624655,708.0036799
Late-demographic dividend,LTE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.46109252,-0.710220661,-0.668651207,-1.384831201,3.267062683,3.129778225,3.17070852,3.857475649,3.532798144,7.900279793,11.42574009,16.35877176,27.9160444,40.14874382,52.23873081,64.08118465,74.1716121,79.14985889,83.89369674,99.10974562,113.9935724,119.5667675,127.2694898,129.0304603,127.1028083,127.3188155,132.1548252,141.6361115,147.4211568,148.067688,162.9460507,161.6276526,
Lithuania,LTU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,5.279057451,-40.52838978,-53.82554425,-55.20246684,-56.96063414,-55.59339214,-57.10441948,-54.66092285,-62.04380186,-66.81291961,-64.72134116,-64.49555547,-64.43377048,-62.80173567,-60.26171779,-59.58977046,-55.68165641,-54.93311846,-62.39543531,-60.02767512,-59.2332967,-58.74841267,-61.9569612,-62.39173391,-61.11361035,-61.51535514,-60.25004413,-60.09344624,-59.30191505,-59.42349196,-59.20197712,-62.55858185,-62.65965867
Luxembourg,LUX,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.011387164,1.622086422,3.479596607,-4.226774861,-24.21107994,-23.6308689,-28.63487611,-34.83102919,-31.82645428,-26.52858479,-22.07556936,-16.24841381,-12.72540573,-0.81980899,1.132872504,-0.303880318,-5.317070727,-6.394009217,-11.42640085,-6.387330528,-7.417518199,-9.273358712,-13.81653643,-18.02077072,-22.2826087,-24.51996928,-23.29359514,-20.95104521,-19.70046083,-33.66476324,-30.49823015,-39.36585855,-41.49886462
Latvia,LVA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-8.297864749,-27.08695453,-38.57724675,-46.54786602,-52.92864315,-52.85116447,-55.07357926,-57.09720006,-59.90733142,-63.14767335,-60.91812237,-60.93239475,-59.65858408,-59.44194961,-59.0744356,-56.4788998,-54.57251648,-56.78932425,-60.49249935,-54.74327541,-58.04019716,-59.09125663,-60.3558922,-61.40440303,-61.02567501,-61.87997941,-62.12566838,-58.68194492,-59.96391125,-63.18335432,-62.14197968,-66.0628087,-66.60719838
"Macao SAR, China",MAC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.967178624,15.55859457,28.67662529,40.76372817,27.75089417,48.29581317,57.532085,73.62718283,83.42099726,55.49126867,66.2949716,82.4005891,84.69387755,113.9911635,115.3271618,113.9490848,102.7456343,68.04123711,78.16116137,80.9488744,77.65621713,83.34735956,90.94256259,119.7559436,190.2167052,176.2150221,235.8405218,163.5703766,184.6623185,201.9671786,194.9400379,207.2059752,216.8945929
St. Martin (French part),MAF,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
